"id","Provincia","week","year","cases","ADM2_PCODE_ignore","pop","ADM1_PCODE"
"24 DE MAYO","MANABI",18,2022,4,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",18,2023,9,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",19,2015,5,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",19,2016,3,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",19,2021,10,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",19,2022,5,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",19,2023,13,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",20,2015,22,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",20,2016,4,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",20,2021,9,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",20,2022,7,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",20,2023,15,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",21,2015,5,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",21,2016,2,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",21,2021,5,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",21,2022,6,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",21,2023,8,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",22,2015,1,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",22,2020,1,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",22,2021,10,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",22,2022,6,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",22,2023,6,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",23,2015,2,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",23,2019,1,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",23,2020,1,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",23,2021,2,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",23,2022,4,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",23,2023,11,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",24,2015,1,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",24,2016,2,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",24,2017,1,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",24,2021,1,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",24,2022,4,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",25,2015,2,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",25,2017,1,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",25,2021,3,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",25,2022,9,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",25,2023,13,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",26,2017,1,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",26,2021,3,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",26,2022,5,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",26,2023,13,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",27,2015,1,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",27,2016,2,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",27,2017,3,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",27,2021,2,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",27,2022,2,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",27,2023,18,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",28,2016,1,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",28,2020,1,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",28,2022,4,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",28,2023,21,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",29,2021,2,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",29,2023,20,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",30,2016,1,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",30,2017,1,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",30,2021,4,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",30,2022,4,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",31,2017,2,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",31,2020,2,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",31,2021,3,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",31,2022,6,"EC1316",33855,"EC13"
"24 DE MAYO","MANABI",31,2023,4,"EC1316",33855,"EC13"
