"id","Provincia","week","year","cases","ADM2_PCODE_ignore","pop","ADM1_PCODE"
"CAMILO PONCE ENRIQUEZ","AZUAY",30,2015,4,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",30,2016,2,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",30,2017,2,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",30,2019,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",30,2021,3,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",31,2014,6,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",31,2015,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",31,2023,2,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",32,2014,5,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",32,2016,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",32,2021,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",32,2023,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",33,2014,2,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",33,2015,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",33,2016,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",33,2018,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",33,2023,2,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",34,2014,2,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",34,2015,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",34,2020,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",35,2014,5,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",35,2021,7,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",35,2022,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",36,2014,2,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",36,2015,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",36,2019,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",37,2014,2,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",37,2015,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",37,2021,2,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",38,2014,3,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",38,2015,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",39,2015,2,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",40,2016,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",40,2021,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",43,2018,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",43,2020,2,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",43,2021,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",44,2018,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",45,2015,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",46,2015,2,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",46,2019,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",46,2021,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",50,2019,2,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",50,2020,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",51,2019,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",51,2020,1,"EC0115",26647,"EC01"
"CAMILO PONCE ENRIQUEZ","AZUAY",52,2019,1,"EC0115",26647,"EC01"
"CARLOS JULIO AROSEMENA TOLA","NAPO",1,2018,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",1,2021,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",2,2018,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",2,2022,7,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",3,2014,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",3,2020,3,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",4,2021,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",5,2021,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",5,2022,2,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",6,2018,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",6,2021,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",6,2023,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",8,2020,6,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",9,2020,2,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",10,2018,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",10,2020,2,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",11,2020,3,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",12,2023,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",13,2015,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",13,2021,2,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",13,2023,2,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",14,2020,5,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",16,2023,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",18,2018,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",18,2021,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",19,2020,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",20,2016,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",20,2020,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",21,2022,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",21,2023,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",22,2021,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",22,2023,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",23,2014,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",23,2021,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",24,2015,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",25,2021,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",27,2014,2,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",29,2014,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",30,2014,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",31,2014,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",31,2021,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",34,2020,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",40,2014,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",42,2014,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",44,2014,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",44,2021,3,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",46,2018,2,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",47,2021,1,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",50,2019,2,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",52,2021,10,"EC1509",6085,"EC15"
"CARLOS JULIO AROSEMENA TOLA","NAPO",53,2021,1,"EC1509",6085,"EC15"
"CASCALES","SUCUMBIOS",1,2015,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",1,2016,2,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",2,2016,2,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",3,2015,4,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",3,2016,3,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",3,2017,2,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",3,2020,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",3,2021,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",4,2016,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",4,2020,3,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",5,2014,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",5,2015,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",5,2017,6,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",5,2020,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",5,2021,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",6,2014,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",6,2017,4,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",6,2020,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",7,2017,2,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",7,2020,2,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",8,2016,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",9,2016,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",9,2021,2,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",10,2016,2,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",11,2016,5,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",11,2021,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",12,2017,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",12,2021,2,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",12,2023,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",13,2016,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",13,2017,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",13,2021,3,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",13,2023,12,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",14,2016,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",14,2017,4,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",14,2021,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",14,2023,5,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",15,2015,3,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",15,2016,6,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",15,2023,8,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",16,2016,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",16,2021,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",16,2023,6,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",17,2016,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",17,2019,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",17,2023,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",18,2015,3,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",18,2016,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",18,2023,2,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",19,2016,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",19,2017,4,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",19,2023,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",20,2023,2,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",21,2015,3,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",21,2021,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",21,2023,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",22,2020,2,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",22,2023,5,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",23,2017,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",23,2019,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",23,2023,5,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",24,2023,3,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",25,2015,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",25,2017,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",25,2023,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",26,2015,5,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",26,2019,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",26,2021,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",26,2023,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",27,2019,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",27,2023,2,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",28,2015,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",28,2020,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",28,2023,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",29,2014,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",29,2023,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",32,2014,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",32,2015,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",32,2023,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",33,2015,2,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",33,2017,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",35,2015,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",36,2014,2,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",37,2014,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",38,2014,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",39,2015,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",39,2017,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",42,2015,2,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",42,2016,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",43,2016,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",44,2014,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",46,2015,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",46,2019,3,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",47,2015,3,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",47,2019,2,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",48,2015,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",49,2014,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",49,2015,3,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",49,2017,2,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",50,2014,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",50,2015,1,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",50,2019,2,"EC2106",16219,"EC21"
"CASCALES","SUCUMBIOS",52,2015,1,"EC2106",16219,"EC21"
"CATAMAYO","LOJA",1,2019,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",3,2019,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",4,2019,3,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",5,2019,2,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",6,2019,4,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",7,2016,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",7,2019,4,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",8,2019,6,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",9,2019,15,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",10,2019,4,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",11,2019,13,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",12,2019,26,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",12,2023,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",13,2019,26,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",14,2019,18,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",15,2019,13,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",16,2019,5,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",17,2019,7,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",18,2019,7,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",19,2019,4,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",20,2019,5,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",21,2019,2,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",22,2015,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",22,2016,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",23,2015,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",24,2018,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",24,2019,2,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",24,2023,2,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",25,2018,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",25,2019,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",26,2018,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",26,2019,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",26,2023,3,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",27,2018,3,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",27,2023,3,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",28,2018,3,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",28,2019,2,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",28,2023,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",29,2019,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",29,2023,3,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",30,2017,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",30,2018,2,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",30,2023,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",31,2017,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",31,2023,2,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",32,2023,2,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",33,2023,3,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",34,2017,3,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",34,2018,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",36,2019,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",37,2019,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",38,2018,2,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",39,2017,3,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",39,2018,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",40,2017,3,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",41,2018,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",43,2018,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",44,2018,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",45,2017,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",45,2018,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",48,2018,3,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",50,2018,1,"EC1103",34381,"EC11"
"CATAMAYO","LOJA",52,2018,6,"EC1103",34381,"EC11"
"CAYAMBE","PICHINCHA",6,2016,1,"EC1702",107511,"EC17"
"CAYAMBE","PICHINCHA",18,2015,1,"EC1702",107511,"EC17"
"CAYAMBE","PICHINCHA",21,2017,1,"EC1702",107511,"EC17"
"CAYAMBE","PICHINCHA",35,2019,1,"EC1702",107511,"EC17"
"CAÑAR","CAÑAR",1,2016,3,"EC0303",65176,"EC03"
"CAÑAR","CAÑAR",3,2016,1,"EC0303",65176,"EC03"
"CAÑAR","CAÑAR",4,2016,1,"EC0303",65176,"EC03"
"CAÑAR","CAÑAR",27,2016,1,"EC0303",65176,"EC03"
"CAÑAR","CAÑAR",39,2015,1,"EC0303",65176,"EC03"
"CAÑAR","CAÑAR",41,2015,4,"EC0303",65176,"EC03"
"CAÑAR","CAÑAR",44,2018,1,"EC0303",65176,"EC03"
"CELICA","LOJA",6,2018,1,"EC1104",16229,"EC11"
"CELICA","LOJA",20,2022,1,"EC1104",16229,"EC11"
"CELICA","LOJA",21,2022,3,"EC1104",16229,"EC11"
"CELICA","LOJA",28,2023,1,"EC1104",16229,"EC11"
"CELICA","LOJA",33,2023,2,"EC1104",16229,"EC11"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",1,2022,3,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",2,2022,3,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",6,2022,3,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",6,2023,1,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",7,2022,1,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",8,2022,2,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",9,2022,1,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",9,2023,3,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",10,2023,6,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",11,2023,4,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",12,2022,1,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",13,2022,3,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",13,2023,1,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",15,2019,1,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",15,2022,1,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",16,2022,7,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",16,2023,2,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",17,2019,1,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",17,2021,1,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",17,2022,1,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",17,2023,3,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",18,2019,11,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",18,2021,2,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",18,2022,1,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",18,2023,1,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",19,2019,12,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",19,2022,3,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",19,2023,2,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",20,2014,1,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",20,2015,1,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",20,2019,3,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",20,2022,1,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",20,2023,3,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",21,2019,10,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",21,2022,1,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",22,2019,14,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",22,2022,3,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",23,2019,13,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",23,2021,3,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",23,2023,3,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",24,2019,8,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",24,2022,1,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",24,2023,2,"EC1907",7872,"EC19"
"CENTINELA DEL CONDOR","ZAMORA CHINCHIPE",25,2019,1,"EC1907",7872,"EC19"
