"id","week","cases","year","ADM1_PCODE","pop"
53,38,121,2021,"BR53",3218361
53,39,146,2021,"BR53",3218361
53,40,128,2021,"BR53",3218361
53,41,96,2021,"BR53",3218361
53,42,125,2021,"BR53",3218361
53,43,127,2021,"BR53",3218361
53,44,132,2021,"BR53",3218361
53,45,184,2021,"BR53",3218361
53,46,233,2021,"BR53",3218361
53,47,268,2021,"BR53",3218361
53,48,336,2021,"BR53",3218361
53,49,465,2021,"BR53",3218361
53,50,591,2021,"BR53",3218361
53,51,646,2021,"BR53",3218361
53,52,343,2021,"BR53",3218361
11,1,56,2020,"BR11",1824926
11,2,62,2020,"BR11",1824926
11,3,89,2020,"BR11",1824926
11,4,120,2020,"BR11",1824926
11,5,122,2020,"BR11",1824926
11,6,183,2020,"BR11",1824926
11,7,151,2020,"BR11",1824926
11,8,143,2020,"BR11",1824926
11,9,156,2020,"BR11",1824926
11,10,187,2020,"BR11",1824926
11,11,228,2020,"BR11",1824926
11,12,176,2020,"BR11",1824926
11,13,174,2020,"BR11",1824926
11,14,152,2020,"BR11",1824926
11,15,156,2020,"BR11",1824926
11,16,128,2020,"BR11",1824926
11,17,105,2020,"BR11",1824926
11,18,118,2020,"BR11",1824926
11,19,149,2020,"BR11",1824926
11,20,127,2020,"BR11",1824926
11,21,114,2020,"BR11",1824926
11,22,88,2020,"BR11",1824926
11,23,75,2020,"BR11",1824926
11,24,63,2020,"BR11",1824926
11,25,72,2020,"BR11",1824926
11,26,69,2020,"BR11",1824926
11,27,70,2020,"BR11",1824926
11,28,43,2020,"BR11",1824926
11,29,43,2020,"BR11",1824926
11,30,46,2020,"BR11",1824926
11,31,30,2020,"BR11",1824926
11,32,30,2020,"BR11",1824926
11,33,24,2020,"BR11",1824926
11,34,18,2020,"BR11",1824926
11,35,15,2020,"BR11",1824926
11,36,13,2020,"BR11",1824926
11,37,10,2020,"BR11",1824926
11,38,4,2020,"BR11",1824926
11,39,14,2020,"BR11",1824926
11,40,10,2020,"BR11",1824926
11,41,5,2020,"BR11",1824926
11,42,14,2020,"BR11",1824926
11,43,7,2020,"BR11",1824926
11,44,11,2020,"BR11",1824926
11,45,12,2020,"BR11",1824926
11,46,12,2020,"BR11",1824926
11,47,21,2020,"BR11",1824926
11,48,33,2020,"BR11",1824926
11,49,45,2020,"BR11",1824926
11,50,52,2020,"BR11",1824926
11,51,56,2020,"BR11",1824926
11,52,52,2020,"BR11",1824926
11,53,14,2020,"BR11",1824926
12,1,558,2020,"BR12",972441
12,2,644,2020,"BR12",972441
12,3,629,2020,"BR12",972441
12,4,390,2020,"BR12",972441
12,5,327,2020,"BR12",972441
12,6,269,2020,"BR12",972441
12,7,258,2020,"BR12",972441
12,8,196,2020,"BR12",972441
12,9,161,2020,"BR12",972441
12,10,133,2020,"BR12",972441
12,11,132,2020,"BR12",972441
12,12,69,2020,"BR12",972441
12,13,53,2020,"BR12",972441
12,14,41,2020,"BR12",972441
12,15,42,2020,"BR12",972441
12,16,54,2020,"BR12",972441
12,17,49,2020,"BR12",972441
12,18,101,2020,"BR12",972441
12,19,131,2020,"BR12",972441
12,20,174,2020,"BR12",972441
12,21,155,2020,"BR12",972441
12,22,126,2020,"BR12",972441
12,23,111,2020,"BR12",972441
12,24,84,2020,"BR12",972441
12,25,60,2020,"BR12",972441
12,26,47,2020,"BR12",972441
12,27,46,2020,"BR12",972441
12,28,30,2020,"BR12",972441
12,29,39,2020,"BR12",972441
12,30,36,2020,"BR12",972441
12,31,35,2020,"BR12",972441
12,32,28,2020,"BR12",972441
12,33,32,2020,"BR12",972441
12,34,19,2020,"BR12",972441
12,35,21,2020,"BR12",972441
12,36,27,2020,"BR12",972441
12,37,21,2020,"BR12",972441
12,38,28,2020,"BR12",972441
12,39,27,2020,"BR12",972441
12,40,27,2020,"BR12",972441
12,41,25,2020,"BR12",972441
12,42,36,2020,"BR12",972441
12,43,48,2020,"BR12",972441
12,44,59,2020,"BR12",972441
12,45,75,2020,"BR12",972441
12,46,120,2020,"BR12",972441
12,47,185,2020,"BR12",972441
12,48,236,2020,"BR12",972441
12,49,308,2020,"BR12",972441
12,50,299,2020,"BR12",972441
12,51,397,2020,"BR12",972441
12,52,550,2020,"BR12",972441
12,53,219,2020,"BR12",972441
13,1,316,2020,"BR13",4378216
13,2,387,2020,"BR13",4378216
13,3,315,2020,"BR13",4378216
13,4,232,2020,"BR13",4378216
13,5,231,2020,"BR13",4378216
13,6,206,2020,"BR13",4378216
13,7,189,2020,"BR13",4378216
13,8,157,2020,"BR13",4378216
13,9,169,2020,"BR13",4378216
13,10,252,2020,"BR13",4378216
13,11,268,2020,"BR13",4378216
13,12,186,2020,"BR13",4378216
13,13,106,2020,"BR13",4378216
13,14,100,2020,"BR13",4378216
13,15,105,2020,"BR13",4378216
13,16,101,2020,"BR13",4378216
13,17,65,2020,"BR13",4378216
13,18,88,2020,"BR13",4378216
13,19,80,2020,"BR13",4378216
13,20,83,2020,"BR13",4378216
13,21,96,2020,"BR13",4378216
13,22,76,2020,"BR13",4378216
13,23,60,2020,"BR13",4378216
13,24,65,2020,"BR13",4378216
13,25,87,2020,"BR13",4378216
13,26,48,2020,"BR13",4378216
13,27,74,2020,"BR13",4378216
13,28,58,2020,"BR13",4378216
13,29,37,2020,"BR13",4378216
13,30,38,2020,"BR13",4378216
13,31,34,2020,"BR13",4378216
13,32,29,2020,"BR13",4378216
13,33,42,2020,"BR13",4378216
13,34,46,2020,"BR13",4378216
13,35,50,2020,"BR13",4378216
13,36,45,2020,"BR13",4378216
13,37,36,2020,"BR13",4378216
13,38,37,2020,"BR13",4378216
13,39,66,2020,"BR13",4378216
13,40,61,2020,"BR13",4378216
13,41,77,2020,"BR13",4378216
13,42,73,2020,"BR13",4378216
13,43,93,2020,"BR13",4378216
13,44,91,2020,"BR13",4378216
13,45,74,2020,"BR13",4378216
13,46,73,2020,"BR13",4378216
13,47,89,2020,"BR13",4378216
13,48,117,2020,"BR13",4378216
13,49,115,2020,"BR13",4378216
13,50,169,2020,"BR13",4378216
13,51,190,2020,"BR13",4378216
13,52,268,2020,"BR13",4378216
13,53,27,2020,"BR13",4378216
14,1,42,2020,"BR14",633903
14,2,40,2020,"BR14",633903
14,3,35,2020,"BR14",633903
14,4,39,2020,"BR14",633903
14,5,69,2020,"BR14",633903
14,6,73,2020,"BR14",633903
14,7,35,2020,"BR14",633903
14,8,26,2020,"BR14",633903
14,9,27,2020,"BR14",633903
14,10,21,2020,"BR14",633903
14,11,13,2020,"BR14",633903
14,12,1,2020,"BR14",633903
14,13,3,2020,"BR14",633903
14,14,4,2020,"BR14",633903
14,15,1,2020,"BR14",633903
14,16,1,2020,"BR14",633903
14,17,4,2020,"BR14",633903
14,18,0,2020,"BR14",633903
14,19,0,2020,"BR14",633903
14,20,0,2020,"BR14",633903
14,21,2,2020,"BR14",633903
14,22,0,2020,"BR14",633903
14,23,0,2020,"BR14",633903
14,24,1,2020,"BR14",633903
14,25,2,2020,"BR14",633903
14,26,2,2020,"BR14",633903
14,27,2,2020,"BR14",633903
14,28,3,2020,"BR14",633903
14,29,4,2020,"BR14",633903
14,30,0,2020,"BR14",633903
14,31,2,2020,"BR14",633903
14,32,2,2020,"BR14",633903
14,33,1,2020,"BR14",633903
14,34,3,2020,"BR14",633903
14,35,6,2020,"BR14",633903
14,36,2,2020,"BR14",633903
14,37,0,2020,"BR14",633903
14,38,3,2020,"BR14",633903
14,39,2,2020,"BR14",633903
14,40,4,2020,"BR14",633903
14,41,1,2020,"BR14",633903
14,42,1,2020,"BR14",633903
14,43,0,2020,"BR14",633903
14,44,1,2020,"BR14",633903
14,45,1,2020,"BR14",633903
14,46,1,2020,"BR14",633903
14,47,0,2020,"BR14",633903
14,48,2,2020,"BR14",633903
14,49,3,2020,"BR14",633903
14,50,4,2020,"BR14",633903
14,51,3,2020,"BR14",633903
14,52,15,2020,"BR14",633903
14,53,0,2020,"BR14",633903
15,1,91,2020,"BR15",9673107
15,2,105,2020,"BR15",9673107
15,3,153,2020,"BR15",9673107
15,4,180,2020,"BR15",9673107
15,5,196,2020,"BR15",9673107
15,6,221,2020,"BR15",9673107
15,7,231,2020,"BR15",9673107
15,8,158,2020,"BR15",9673107
15,9,147,2020,"BR15",9673107
15,10,186,2020,"BR15",9673107
15,11,193,2020,"BR15",9673107
15,12,116,2020,"BR15",9673107
15,13,101,2020,"BR15",9673107
15,14,86,2020,"BR15",9673107
15,15,93,2020,"BR15",9673107
15,16,86,2020,"BR15",9673107
15,17,84,2020,"BR15",9673107
15,18,96,2020,"BR15",9673107
15,19,108,2020,"BR15",9673107
15,20,62,2020,"BR15",9673107
15,21,78,2020,"BR15",9673107
15,22,63,2020,"BR15",9673107
15,23,38,2020,"BR15",9673107
15,24,26,2020,"BR15",9673107
15,25,41,2020,"BR15",9673107
15,26,31,2020,"BR15",9673107
15,27,22,2020,"BR15",9673107
15,28,12,2020,"BR15",9673107
15,29,21,2020,"BR15",9673107
15,30,19,2020,"BR15",9673107
15,31,18,2020,"BR15",9673107
15,32,17,2020,"BR15",9673107
15,33,20,2020,"BR15",9673107
15,34,21,2020,"BR15",9673107
15,35,26,2020,"BR15",9673107
15,36,16,2020,"BR15",9673107
15,37,13,2020,"BR15",9673107
15,38,11,2020,"BR15",9673107
15,39,15,2020,"BR15",9673107
15,40,13,2020,"BR15",9673107
15,41,12,2020,"BR15",9673107
15,42,16,2020,"BR15",9673107
15,43,16,2020,"BR15",9673107
15,44,16,2020,"BR15",9673107
15,45,29,2020,"BR15",9673107
15,46,24,2020,"BR15",9673107
15,47,35,2020,"BR15",9673107
15,48,29,2020,"BR15",9673107
15,49,42,2020,"BR15",9673107
15,50,39,2020,"BR15",9673107
15,51,30,2020,"BR15",9673107
15,52,53,2020,"BR15",9673107
15,53,3,2020,"BR15",9673107
16,1,2,2020,"BR16",949195
16,2,1,2020,"BR16",949195
16,3,1,2020,"BR16",949195
16,4,0,2020,"BR16",949195
16,5,3,2020,"BR16",949195
16,6,1,2020,"BR16",949195
16,7,2,2020,"BR16",949195
16,8,1,2020,"BR16",949195
16,9,2,2020,"BR16",949195
16,10,0,2020,"BR16",949195
16,11,5,2020,"BR16",949195
16,12,1,2020,"BR16",949195
16,13,1,2020,"BR16",949195
16,14,2,2020,"BR16",949195
16,15,4,2020,"BR16",949195
16,16,2,2020,"BR16",949195
16,17,7,2020,"BR16",949195
16,18,2,2020,"BR16",949195
16,19,0,2020,"BR16",949195
16,20,2,2020,"BR16",949195
16,21,1,2020,"BR16",949195
16,22,3,2020,"BR16",949195
16,23,0,2020,"BR16",949195
16,24,0,2020,"BR16",949195
16,25,0,2020,"BR16",949195
16,26,1,2020,"BR16",949195
16,27,0,2020,"BR16",949195
16,28,1,2020,"BR16",949195
16,29,2,2020,"BR16",949195
16,30,1,2020,"BR16",949195
16,31,1,2020,"BR16",949195
16,32,0,2020,"BR16",949195
16,33,1,2020,"BR16",949195
16,34,0,2020,"BR16",949195
16,35,2,2020,"BR16",949195
16,36,1,2020,"BR16",949195
16,37,1,2020,"BR16",949195
16,38,1,2020,"BR16",949195
16,39,0,2020,"BR16",949195
16,40,0,2020,"BR16",949195
16,41,1,2020,"BR16",949195
16,42,1,2020,"BR16",949195
16,43,1,2020,"BR16",949195
16,44,0,2020,"BR16",949195
16,45,0,2020,"BR16",949195
16,46,1,2020,"BR16",949195
16,47,2,2020,"BR16",949195
16,48,1,2020,"BR16",949195
16,49,0,2020,"BR16",949195
16,50,2,2020,"BR16",949195
16,51,1,2020,"BR16",949195
16,52,3,2020,"BR16",949195
16,53,1,2020,"BR16",949195
17,1,41,2020,"BR17",1709386
17,2,67,2020,"BR17",1709386
17,3,61,2020,"BR17",1709386
17,4,73,2020,"BR17",1709386
17,5,73,2020,"BR17",1709386
17,6,96,2020,"BR17",1709386
17,7,99,2020,"BR17",1709386
17,8,93,2020,"BR17",1709386
17,9,91,2020,"BR17",1709386
17,10,123,2020,"BR17",1709386
17,11,118,2020,"BR17",1709386
17,12,67,2020,"BR17",1709386
17,13,52,2020,"BR17",1709386
17,14,48,2020,"BR17",1709386
17,15,53,2020,"BR17",1709386
17,16,60,2020,"BR17",1709386
17,17,64,2020,"BR17",1709386
17,18,49,2020,"BR17",1709386
17,19,42,2020,"BR17",1709386
17,20,43,2020,"BR17",1709386
17,21,35,2020,"BR17",1709386
17,22,36,2020,"BR17",1709386
17,23,29,2020,"BR17",1709386
17,24,37,2020,"BR17",1709386
17,25,33,2020,"BR17",1709386
17,26,34,2020,"BR17",1709386
17,27,31,2020,"BR17",1709386
17,28,20,2020,"BR17",1709386
17,29,34,2020,"BR17",1709386
17,30,17,2020,"BR17",1709386
17,31,26,2020,"BR17",1709386
17,32,13,2020,"BR17",1709386
17,33,12,2020,"BR17",1709386
17,34,14,2020,"BR17",1709386
17,35,8,2020,"BR17",1709386
17,36,11,2020,"BR17",1709386
17,37,7,2020,"BR17",1709386
17,38,11,2020,"BR17",1709386
17,39,7,2020,"BR17",1709386
17,40,10,2020,"BR17",1709386
17,41,3,2020,"BR17",1709386
17,42,6,2020,"BR17",1709386
17,43,5,2020,"BR17",1709386
17,44,4,2020,"BR17",1709386
17,45,3,2020,"BR17",1709386
17,46,11,2020,"BR17",1709386
17,47,10,2020,"BR17",1709386
17,48,8,2020,"BR17",1709386
17,49,7,2020,"BR17",1709386
17,50,13,2020,"BR17",1709386
17,51,17,2020,"BR17",1709386
17,52,33,2020,"BR17",1709386
17,53,4,2020,"BR17",1709386
21,1,33,2020,"BR21",7760948
21,2,52,2020,"BR21",7760948
21,3,129,2020,"BR21",7760948
21,4,130,2020,"BR21",7760948
21,5,162,2020,"BR21",7760948
21,6,166,2020,"BR21",7760948
21,7,278,2020,"BR21",7760948
21,8,223,2020,"BR21",7760948
21,9,167,2020,"BR21",7760948
21,10,177,2020,"BR21",7760948
21,11,132,2020,"BR21",7760948
21,12,71,2020,"BR21",7760948
21,13,60,2020,"BR21",7760948
21,14,75,2020,"BR21",7760948
21,15,69,2020,"BR21",7760948
21,16,86,2020,"BR21",7760948
21,17,70,2020,"BR21",7760948
21,18,46,2020,"BR21",7760948
21,19,42,2020,"BR21",7760948
21,20,29,2020,"BR21",7760948
21,21,37,2020,"BR21",7760948
21,22,20,2020,"BR21",7760948
21,23,22,2020,"BR21",7760948
21,24,25,2020,"BR21",7760948
21,25,22,2020,"BR21",7760948
21,26,16,2020,"BR21",7760948
21,27,12,2020,"BR21",7760948
21,28,14,2020,"BR21",7760948
21,29,19,2020,"BR21",7760948
21,30,13,2020,"BR21",7760948
21,31,6,2020,"BR21",7760948
21,32,5,2020,"BR21",7760948
21,33,14,2020,"BR21",7760948
21,34,11,2020,"BR21",7760948
21,35,10,2020,"BR21",7760948
21,36,9,2020,"BR21",7760948
21,37,7,2020,"BR21",7760948
21,38,8,2020,"BR21",7760948
21,39,9,2020,"BR21",7760948
21,40,11,2020,"BR21",7760948
21,41,10,2020,"BR21",7760948
21,42,6,2020,"BR21",7760948
21,43,3,2020,"BR21",7760948
21,44,5,2020,"BR21",7760948
21,45,10,2020,"BR21",7760948
21,46,1,2020,"BR21",7760948
21,47,9,2020,"BR21",7760948
21,48,12,2020,"BR21",7760948
21,49,6,2020,"BR21",7760948
21,50,2,2020,"BR21",7760948
21,51,6,2020,"BR21",7760948
21,52,14,2020,"BR21",7760948
21,53,1,2020,"BR21",7760948
22,1,15,2020,"BR22",3438669
22,2,19,2020,"BR22",3438669
22,3,23,2020,"BR22",3438669
22,4,35,2020,"BR22",3438669
22,5,41,2020,"BR22",3438669
22,6,49,2020,"BR22",3438669
22,7,56,2020,"BR22",3438669
22,8,40,2020,"BR22",3438669
22,9,61,2020,"BR22",3438669
22,10,82,2020,"BR22",3438669
22,11,107,2020,"BR22",3438669
22,12,72,2020,"BR22",3438669
22,13,32,2020,"BR22",3438669
22,14,43,2020,"BR22",3438669
22,15,58,2020,"BR22",3438669
22,16,94,2020,"BR22",3438669
22,17,111,2020,"BR22",3438669
22,18,108,2020,"BR22",3438669
22,19,99,2020,"BR22",3438669
22,20,138,2020,"BR22",3438669
22,21,128,2020,"BR22",3438669
22,22,108,2020,"BR22",3438669
22,23,82,2020,"BR22",3438669
22,24,65,2020,"BR22",3438669
22,25,45,2020,"BR22",3438669
22,26,61,2020,"BR22",3438669
22,27,39,2020,"BR22",3438669
22,28,35,2020,"BR22",3438669
22,29,40,2020,"BR22",3438669
22,30,28,2020,"BR22",3438669
22,31,36,2020,"BR22",3438669
22,32,26,2020,"BR22",3438669
22,33,23,2020,"BR22",3438669
22,34,25,2020,"BR22",3438669
22,35,18,2020,"BR22",3438669
22,36,11,2020,"BR22",3438669
22,37,14,2020,"BR22",3438669
22,38,17,2020,"BR22",3438669
22,39,17,2020,"BR22",3438669
22,40,9,2020,"BR22",3438669
22,41,4,2020,"BR22",3438669
22,42,11,2020,"BR22",3438669
22,43,8,2020,"BR22",3438669
22,44,9,2020,"BR22",3438669
22,45,6,2020,"BR22",3438669
22,46,11,2020,"BR22",3438669
22,47,17,2020,"BR22",3438669
22,48,7,2020,"BR22",3438669
22,49,13,2020,"BR22",3438669
22,50,18,2020,"BR22",3438669
22,51,13,2020,"BR22",3438669
22,52,10,2020,"BR22",3438669
22,53,0,2020,"BR22",3438669
23,1,85,2020,"BR23",9667803
23,2,132,2020,"BR23",9667803
23,3,180,2020,"BR23",9667803
23,4,211,2020,"BR23",9667803
23,5,264,2020,"BR23",9667803
23,6,460,2020,"BR23",9667803
23,7,552,2020,"BR23",9667803
23,8,630,2020,"BR23",9667803
23,9,823,2020,"BR23",9667803
23,10,899,2020,"BR23",9667803
23,11,1063,2020,"BR23",9667803
23,12,662,2020,"BR23",9667803
23,13,532,2020,"BR23",9667803
23,14,738,2020,"BR23",9667803
23,15,905,2020,"BR23",9667803
23,16,1108,2020,"BR23",9667803
23,17,1224,2020,"BR23",9667803
23,18,1123,2020,"BR23",9667803
23,19,1043,2020,"BR23",9667803
23,20,835,2020,"BR23",9667803
23,21,817,2020,"BR23",9667803
23,22,713,2020,"BR23",9667803
23,23,768,2020,"BR23",9667803
23,24,647,2020,"BR23",9667803
23,25,772,2020,"BR23",9667803
23,26,736,2020,"BR23",9667803
23,27,688,2020,"BR23",9667803
23,28,603,2020,"BR23",9667803
23,29,598,2020,"BR23",9667803
23,30,525,2020,"BR23",9667803
23,31,463,2020,"BR23",9667803
23,32,435,2020,"BR23",9667803
23,33,380,2020,"BR23",9667803
23,34,322,2020,"BR23",9667803
23,35,258,2020,"BR23",9667803
23,36,210,2020,"BR23",9667803
23,37,171,2020,"BR23",9667803
23,38,175,2020,"BR23",9667803
23,39,138,2020,"BR23",9667803
23,40,118,2020,"BR23",9667803
23,41,111,2020,"BR23",9667803
23,42,101,2020,"BR23",9667803
23,43,100,2020,"BR23",9667803
23,44,81,2020,"BR23",9667803
23,45,94,2020,"BR23",9667803
23,46,95,2020,"BR23",9667803
23,47,115,2020,"BR23",9667803
23,48,82,2020,"BR23",9667803
23,49,93,2020,"BR23",9667803
23,50,97,2020,"BR23",9667803
23,51,88,2020,"BR23",9667803
23,52,59,2020,"BR23",9667803
23,53,18,2020,"BR23",9667803
24,1,100,2020,"BR24",3667234
24,2,103,2020,"BR24",3667234
24,3,160,2020,"BR24",3667234
24,4,169,2020,"BR24",3667234
24,5,219,2020,"BR24",3667234
24,6,232,2020,"BR24",3667234
24,7,197,2020,"BR24",3667234
24,8,170,2020,"BR24",3667234
24,9,188,2020,"BR24",3667234
24,10,241,2020,"BR24",3667234
24,11,252,2020,"BR24",3667234
24,12,200,2020,"BR24",3667234
24,13,73,2020,"BR24",3667234
24,14,82,2020,"BR24",3667234
24,15,100,2020,"BR24",3667234
24,16,123,2020,"BR24",3667234
24,17,176,2020,"BR24",3667234
24,18,208,2020,"BR24",3667234
24,19,214,2020,"BR24",3667234
24,20,234,2020,"BR24",3667234
24,21,216,2020,"BR24",3667234
24,22,240,2020,"BR24",3667234
24,23,248,2020,"BR24",3667234
24,24,253,2020,"BR24",3667234
24,25,311,2020,"BR24",3667234
24,26,235,2020,"BR24",3667234
24,27,288,2020,"BR24",3667234
24,28,244,2020,"BR24",3667234
24,29,205,2020,"BR24",3667234
24,30,148,2020,"BR24",3667234
24,31,142,2020,"BR24",3667234
24,32,126,2020,"BR24",3667234
24,33,101,2020,"BR24",3667234
24,34,90,2020,"BR24",3667234
24,35,44,2020,"BR24",3667234
24,36,67,2020,"BR24",3667234
24,37,56,2020,"BR24",3667234
24,38,54,2020,"BR24",3667234
24,39,45,2020,"BR24",3667234
24,40,51,2020,"BR24",3667234
24,41,36,2020,"BR24",3667234
24,42,42,2020,"BR24",3667234
24,43,32,2020,"BR24",3667234
24,44,20,2020,"BR24",3667234
24,45,25,2020,"BR24",3667234
24,46,33,2020,"BR24",3667234
24,47,38,2020,"BR24",3667234
24,48,31,2020,"BR24",3667234
24,49,37,2020,"BR24",3667234
24,50,27,2020,"BR24",3667234
24,51,21,2020,"BR24",3667234
24,52,43,2020,"BR24",3667234
24,53,10,2020,"BR24",3667234
25,1,107,2020,"BR25",4145409
25,2,109,2020,"BR25",4145409
25,3,96,2020,"BR25",4145409
25,4,131,2020,"BR25",4145409
25,5,155,2020,"BR25",4145409
25,6,164,2020,"BR25",4145409
25,7,160,2020,"BR25",4145409
25,8,163,2020,"BR25",4145409
25,9,188,2020,"BR25",4145409
25,10,150,2020,"BR25",4145409
25,11,162,2020,"BR25",4145409
25,12,118,2020,"BR25",4145409
25,13,58,2020,"BR25",4145409
25,14,62,2020,"BR25",4145409
25,15,95,2020,"BR25",4145409
25,16,122,2020,"BR25",4145409
25,17,181,2020,"BR25",4145409
25,18,170,2020,"BR25",4145409
25,19,176,2020,"BR25",4145409
25,20,212,2020,"BR25",4145409
25,21,213,2020,"BR25",4145409
25,22,237,2020,"BR25",4145409
25,23,212,2020,"BR25",4145409
25,24,164,2020,"BR25",4145409
25,25,181,2020,"BR25",4145409
25,26,160,2020,"BR25",4145409
25,27,217,2020,"BR25",4145409
25,28,236,2020,"BR25",4145409
25,29,213,2020,"BR25",4145409
25,30,209,2020,"BR25",4145409
25,31,170,2020,"BR25",4145409
25,32,153,2020,"BR25",4145409
25,33,156,2020,"BR25",4145409
25,34,127,2020,"BR25",4145409
25,35,121,2020,"BR25",4145409
25,36,122,2020,"BR25",4145409
25,37,80,2020,"BR25",4145409
25,38,93,2020,"BR25",4145409
25,39,72,2020,"BR25",4145409
25,40,84,2020,"BR25",4145409
25,41,107,2020,"BR25",4145409
25,42,62,2020,"BR25",4145409
25,43,72,2020,"BR25",4145409
25,44,71,2020,"BR25",4145409
25,45,71,2020,"BR25",4145409
25,46,50,2020,"BR25",4145409
25,47,86,2020,"BR25",4145409
25,48,59,2020,"BR25",4145409
25,49,69,2020,"BR25",4145409
25,50,74,2020,"BR25",4145409
25,51,75,2020,"BR25",4145409
25,52,81,2020,"BR25",4145409
25,53,10,2020,"BR25",4145409
26,1,157,2020,"BR26",9841736
26,2,188,2020,"BR26",9841736
26,3,205,2020,"BR26",9841736
26,4,222,2020,"BR26",9841736
26,5,234,2020,"BR26",9841736
26,6,245,2020,"BR26",9841736
26,7,274,2020,"BR26",9841736
26,8,241,2020,"BR26",9841736
26,9,297,2020,"BR26",9841736
26,10,348,2020,"BR26",9841736
26,11,356,2020,"BR26",9841736
26,12,233,2020,"BR26",9841736
26,13,182,2020,"BR26",9841736
26,14,279,2020,"BR26",9841736
26,15,297,2020,"BR26",9841736
26,16,537,2020,"BR26",9841736
26,17,601,2020,"BR26",9841736
26,18,603,2020,"BR26",9841736
26,19,672,2020,"BR26",9841736
26,20,932,2020,"BR26",9841736
26,21,798,2020,"BR26",9841736
26,22,677,2020,"BR26",9841736
26,23,692,2020,"BR26",9841736
26,24,617,2020,"BR26",9841736
26,25,653,2020,"BR26",9841736
26,26,632,2020,"BR26",9841736
26,27,748,2020,"BR26",9841736
26,28,720,2020,"BR26",9841736
26,29,639,2020,"BR26",9841736
26,30,589,2020,"BR26",9841736
26,31,556,2020,"BR26",9841736
26,32,500,2020,"BR26",9841736
26,33,476,2020,"BR26",9841736
26,34,413,2020,"BR26",9841736
26,35,406,2020,"BR26",9841736
26,36,371,2020,"BR26",9841736
26,37,328,2020,"BR26",9841736
26,38,362,2020,"BR26",9841736
26,39,372,2020,"BR26",9841736
26,40,254,2020,"BR26",9841736
26,41,282,2020,"BR26",9841736
26,42,239,2020,"BR26",9841736
26,43,272,2020,"BR26",9841736
26,44,227,2020,"BR26",9841736
26,45,241,2020,"BR26",9841736
26,46,190,2020,"BR26",9841736
26,47,162,2020,"BR26",9841736
26,48,148,2020,"BR26",9841736
26,49,146,2020,"BR26",9841736
26,50,177,2020,"BR26",9841736
26,51,165,2020,"BR26",9841736
26,52,191,2020,"BR26",9841736
26,53,54,2020,"BR26",9841736
27,1,45,2020,"BR27",3469329
27,2,38,2020,"BR27",3469329
27,3,48,2020,"BR27",3469329
27,4,37,2020,"BR27",3469329
27,5,31,2020,"BR27",3469329
27,6,40,2020,"BR27",3469329
27,7,47,2020,"BR27",3469329
27,8,46,2020,"BR27",3469329
27,9,49,2020,"BR27",3469329
27,10,42,2020,"BR27",3469329
27,11,45,2020,"BR27",3469329
27,12,22,2020,"BR27",3469329
27,13,24,2020,"BR27",3469329
27,14,37,2020,"BR27",3469329
27,15,45,2020,"BR27",3469329
27,16,94,2020,"BR27",3469329
27,17,81,2020,"BR27",3469329
27,18,88,2020,"BR27",3469329
27,19,92,2020,"BR27",3469329
27,20,78,2020,"BR27",3469329
27,21,79,2020,"BR27",3469329
27,22,71,2020,"BR27",3469329
27,23,79,2020,"BR27",3469329
27,24,86,2020,"BR27",3469329
27,25,88,2020,"BR27",3469329
27,26,83,2020,"BR27",3469329
27,27,87,2020,"BR27",3469329
27,28,116,2020,"BR27",3469329
27,29,82,2020,"BR27",3469329
27,30,57,2020,"BR27",3469329
27,31,42,2020,"BR27",3469329
27,32,61,2020,"BR27",3469329
27,33,51,2020,"BR27",3469329
27,34,39,2020,"BR27",3469329
27,35,20,2020,"BR27",3469329
27,36,28,2020,"BR27",3469329
27,37,29,2020,"BR27",3469329
27,38,25,2020,"BR27",3469329
27,39,27,2020,"BR27",3469329
27,40,22,2020,"BR27",3469329
27,41,18,2020,"BR27",3469329
27,42,20,2020,"BR27",3469329
27,43,21,2020,"BR27",3469329
27,44,17,2020,"BR27",3469329
27,45,20,2020,"BR27",3469329
27,46,17,2020,"BR27",3469329
27,47,20,2020,"BR27",3469329
27,48,8,2020,"BR27",3469329
27,49,19,2020,"BR27",3469329
27,50,15,2020,"BR27",3469329
27,51,21,2020,"BR27",3469329
27,52,22,2020,"BR27",3469329
27,53,7,2020,"BR27",3469329
28,1,8,2020,"BR28",2410544
28,2,12,2020,"BR28",2410544
28,3,12,2020,"BR28",2410544
28,4,10,2020,"BR28",2410544
28,5,5,2020,"BR28",2410544
28,6,9,2020,"BR28",2410544
28,7,8,2020,"BR28",2410544
28,8,5,2020,"BR28",2410544
28,9,18,2020,"BR28",2410544
28,10,21,2020,"BR28",2410544
28,11,21,2020,"BR28",2410544
28,12,10,2020,"BR28",2410544
28,13,4,2020,"BR28",2410544
28,14,12,2020,"BR28",2410544
28,15,8,2020,"BR28",2410544
28,16,13,2020,"BR28",2410544
28,17,19,2020,"BR28",2410544
28,18,32,2020,"BR28",2410544
28,19,38,2020,"BR28",2410544
28,20,30,2020,"BR28",2410544
28,21,44,2020,"BR28",2410544
28,22,64,2020,"BR28",2410544
28,23,92,2020,"BR28",2410544
28,24,112,2020,"BR28",2410544
28,25,80,2020,"BR28",2410544
28,26,87,2020,"BR28",2410544
28,27,111,2020,"BR28",2410544
28,28,111,2020,"BR28",2410544
