"cases","week","year","id","country","pop"
4,1,2022,"EC13","ECU",1594995.37838731
1,2,2019,"EC13","ECU",1594995.37838731
2,2,2021,"EC13","ECU",1594995.37838731
2,2,2022,"EC13","ECU",1594995.37838731
2,2,2023,"EC13","ECU",1594995.37838731
1,3,2018,"EC13","ECU",1594995.37838731
4,3,2019,"EC13","ECU",1594995.37838731
4,3,2021,"EC13","ECU",1594995.37838731
2,3,2022,"EC13","ECU",1594995.37838731
1,4,2016,"EC13","ECU",1594995.37838731
5,4,2019,"EC13","ECU",1594995.37838731
2,4,2022,"EC13","ECU",1594995.37838731
3,4,2023,"EC13","ECU",1594995.37838731
9,5,2021,"EC13","ECU",1594995.37838731
1,5,2022,"EC13","ECU",1594995.37838731
1,5,2023,"EC13","ECU",1594995.37838731
7,6,2017,"EC13","ECU",1594995.37838731
1,6,2018,"EC13","ECU",1594995.37838731
13,6,2021,"EC13","ECU",1594995.37838731
6,6,2023,"EC13","ECU",1594995.37838731
1,7,2020,"EC13","ECU",1594995.37838731
9,7,2021,"EC13","ECU",1594995.37838731
4,7,2022,"EC13","ECU",1594995.37838731
17,7,2023,"EC13","ECU",1594995.37838731
6,8,2017,"EC13","ECU",1594995.37838731
1,8,2019,"EC13","ECU",1594995.37838731
14,8,2021,"EC13","ECU",1594995.37838731
5,8,2022,"EC13","ECU",1594995.37838731
16,8,2023,"EC13","ECU",1594995.37838731
3,9,2017,"EC13","ECU",1594995.37838731
1,9,2020,"EC13","ECU",1594995.37838731
14,9,2021,"EC13","ECU",1594995.37838731
17,9,2022,"EC13","ECU",1594995.37838731
22,9,2023,"EC13","ECU",1594995.37838731
2,10,2016,"EC13","ECU",1594995.37838731
3,10,2020,"EC13","ECU",1594995.37838731
30,10,2022,"EC13","ECU",1594995.37838731
8,10,2023,"EC13","ECU",1594995.37838731
2,11,2016,"EC13","ECU",1594995.37838731
3,11,2020,"EC13","ECU",1594995.37838731
1,11,2022,"EC13","ECU",1594995.37838731
14,11,2023,"EC13","ECU",1594995.37838731
1,12,2015,"EC13","ECU",1594995.37838731
6,12,2020,"EC13","ECU",1594995.37838731
13,12,2021,"EC13","ECU",1594995.37838731
7,12,2022,"EC13","ECU",1594995.37838731
18,12,2023,"EC13","ECU",1594995.37838731
8,13,2022,"EC13","ECU",1594995.37838731
4,13,2023,"EC13","ECU",1594995.37838731
1,14,2016,"EC13","ECU",1594995.37838731
1,14,2017,"EC13","ECU",1594995.37838731
2,14,2020,"EC13","ECU",1594995.37838731
23,14,2021,"EC13","ECU",1594995.37838731
9,14,2022,"EC13","ECU",1594995.37838731
4,14,2023,"EC13","ECU",1594995.37838731
1,15,2019,"EC13","ECU",1594995.37838731
2,15,2022,"EC13","ECU",1594995.37838731
6,15,2023,"EC13","ECU",1594995.37838731
1,16,2015,"EC13","ECU",1594995.37838731
1,16,2017,"EC13","ECU",1594995.37838731
15,16,2021,"EC13","ECU",1594995.37838731
2,16,2022,"EC13","ECU",1594995.37838731
13,16,2023,"EC13","ECU",1594995.37838731
2,17,2016,"EC13","ECU",1594995.37838731
1,17,2019,"EC13","ECU",1594995.37838731
11,17,2021,"EC13","ECU",1594995.37838731
8,17,2022,"EC13","ECU",1594995.37838731
10,17,2023,"EC13","ECU",1594995.37838731
2,18,2016,"EC13","ECU",1594995.37838731
12,18,2021,"EC13","ECU",1594995.37838731
4,18,2022,"EC13","ECU",1594995.37838731
9,18,2023,"EC13","ECU",1594995.37838731
5,19,2015,"EC13","ECU",1594995.37838731
3,19,2016,"EC13","ECU",1594995.37838731
10,19,2021,"EC13","ECU",1594995.37838731
5,19,2022,"EC13","ECU",1594995.37838731
13,19,2023,"EC13","ECU",1594995.37838731
22,20,2015,"EC13","ECU",1594995.37838731
4,20,2016,"EC13","ECU",1594995.37838731
9,20,2021,"EC13","ECU",1594995.37838731
7,20,2022,"EC13","ECU",1594995.37838731
15,20,2023,"EC13","ECU",1594995.37838731
5,21,2015,"EC13","ECU",1594995.37838731
2,21,2016,"EC13","ECU",1594995.37838731
5,21,2021,"EC13","ECU",1594995.37838731
6,21,2022,"EC13","ECU",1594995.37838731
8,21,2023,"EC13","ECU",1594995.37838731
1,22,2015,"EC13","ECU",1594995.37838731
1,22,2020,"EC13","ECU",1594995.37838731
10,22,2021,"EC13","ECU",1594995.37838731
6,22,2022,"EC13","ECU",1594995.37838731
6,22,2023,"EC13","ECU",1594995.37838731
2,23,2015,"EC13","ECU",1594995.37838731
1,23,2019,"EC13","ECU",1594995.37838731
1,23,2020,"EC13","ECU",1594995.37838731
2,23,2021,"EC13","ECU",1594995.37838731
4,23,2022,"EC13","ECU",1594995.37838731
11,23,2023,"EC13","ECU",1594995.37838731
1,24,2015,"EC13","ECU",1594995.37838731
2,24,2016,"EC13","ECU",1594995.37838731
1,24,2017,"EC13","ECU",1594995.37838731
1,24,2021,"EC13","ECU",1594995.37838731
4,24,2022,"EC13","ECU",1594995.37838731
2,25,2015,"EC13","ECU",1594995.37838731
1,25,2017,"EC13","ECU",1594995.37838731
3,25,2021,"EC13","ECU",1594995.37838731
9,25,2022,"EC13","ECU",1594995.37838731
13,25,2023,"EC13","ECU",1594995.37838731
1,26,2017,"EC13","ECU",1594995.37838731
3,26,2021,"EC13","ECU",1594995.37838731
5,26,2022,"EC13","ECU",1594995.37838731
13,26,2023,"EC13","ECU",1594995.37838731
1,27,2015,"EC13","ECU",1594995.37838731
2,27,2016,"EC13","ECU",1594995.37838731
3,27,2017,"EC13","ECU",1594995.37838731
2,27,2021,"EC13","ECU",1594995.37838731
2,27,2022,"EC13","ECU",1594995.37838731
18,27,2023,"EC13","ECU",1594995.37838731
1,28,2016,"EC13","ECU",1594995.37838731
1,28,2020,"EC13","ECU",1594995.37838731
4,28,2022,"EC13","ECU",1594995.37838731
21,28,2023,"EC13","ECU",1594995.37838731
2,29,2021,"EC13","ECU",1594995.37838731
20,29,2023,"EC13","ECU",1594995.37838731
1,30,2016,"EC13","ECU",1594995.37838731
1,30,2017,"EC13","ECU",1594995.37838731
4,30,2021,"EC13","ECU",1594995.37838731
4,30,2022,"EC13","ECU",1594995.37838731
2,31,2017,"EC13","ECU",1594995.37838731
2,31,2020,"EC13","ECU",1594995.37838731
3,31,2021,"EC13","ECU",1594995.37838731
6,31,2022,"EC13","ECU",1594995.37838731
4,31,2023,"EC13","ECU",1594995.37838731
4,32,2017,"EC13","ECU",1594995.37838731
2,32,2022,"EC13","ECU",1594995.37838731
2,33,2016,"EC13","ECU",1594995.37838731
1,33,2020,"EC13","ECU",1594995.37838731
3,33,2021,"EC13","ECU",1594995.37838731
5,33,2022,"EC13","ECU",1594995.37838731
5,33,2023,"EC13","ECU",1594995.37838731
2,34,2021,"EC13","ECU",1594995.37838731
1,34,2022,"EC13","ECU",1594995.37838731
1,35,2020,"EC13","ECU",1594995.37838731
2,35,2022,"EC13","ECU",1594995.37838731
5,36,2022,"EC13","ECU",1594995.37838731
7,37,2022,"EC13","ECU",1594995.37838731
1,38,2021,"EC13","ECU",1594995.37838731
8,38,2022,"EC13","ECU",1594995.37838731
1,39,2021,"EC13","ECU",1594995.37838731
6,39,2022,"EC13","ECU",1594995.37838731
1,40,2015,"EC13","ECU",1594995.37838731
1,40,2019,"EC13","ECU",1594995.37838731
1,40,2021,"EC13","ECU",1594995.37838731
8,40,2022,"EC13","ECU",1594995.37838731
1,41,2019,"EC13","ECU",1594995.37838731
2,41,2021,"EC13","ECU",1594995.37838731
4,41,2022,"EC13","ECU",1594995.37838731
1,42,2015,"EC13","ECU",1594995.37838731
3,42,2016,"EC13","ECU",1594995.37838731
1,42,2020,"EC13","ECU",1594995.37838731
5,42,2022,"EC13","ECU",1594995.37838731
1,43,2016,"EC13","ECU",1594995.37838731
3,43,2020,"EC13","ECU",1594995.37838731
2,43,2022,"EC13","ECU",1594995.37838731
1,44,2021,"EC13","ECU",1594995.37838731
1,44,2022,"EC13","ECU",1594995.37838731
3,45,2021,"EC13","ECU",1594995.37838731
6,45,2022,"EC13","ECU",1594995.37838731
1,46,2019,"EC13","ECU",1594995.37838731
3,46,2021,"EC13","ECU",1594995.37838731
10,46,2022,"EC13","ECU",1594995.37838731
1,47,2019,"EC13","ECU",1594995.37838731
1,47,2020,"EC13","ECU",1594995.37838731
5,47,2022,"EC13","ECU",1594995.37838731
1,48,2020,"EC13","ECU",1594995.37838731
4,48,2022,"EC13","ECU",1594995.37838731
1,49,2020,"EC13","ECU",1594995.37838731
1,49,2021,"EC13","ECU",1594995.37838731
1,50,2017,"EC13","ECU",1594995.37838731
2,50,2021,"EC13","ECU",1594995.37838731
1,50,2022,"EC13","ECU",1594995.37838731
2,51,2020,"EC13","ECU",1594995.37838731
1,51,2021,"EC13","ECU",1594995.37838731
3,51,2022,"EC13","ECU",1594995.37838731
2,52,2021,"EC13","ECU",1594995.37838731
2,53,2020,"EC13","ECU",1594995.37838731
1,3,2022,"EC22","ECU",226242.131624435
3,5,2021,"EC22","ECU",226242.131624435
1,5,2023,"EC22","ECU",226242.131624435
1,6,2021,"EC22","ECU",226242.131624435
1,7,2016,"EC22","ECU",226242.131624435
1,7,2022,"EC22","ECU",226242.131624435
1,8,2015,"EC22","ECU",226242.131624435
1,10,2015,"EC22","ECU",226242.131624435
1,10,2021,"EC22","ECU",226242.131624435
1,10,2023,"EC22","ECU",226242.131624435
5,11,2020,"EC22","ECU",226242.131624435
1,11,2023,"EC22","ECU",226242.131624435
6,12,2020,"EC22","ECU",226242.131624435
19,13,2020,"EC22","ECU",226242.131624435
2,13,2021,"EC22","ECU",226242.131624435
16,14,2020,"EC22","ECU",226242.131624435
1,14,2021,"EC22","ECU",226242.131624435
9,15,2020,"EC22","ECU",226242.131624435
1,15,2023,"EC22","ECU",226242.131624435
36,16,2020,"EC22","ECU",226242.131624435
1,16,2021,"EC22","ECU",226242.131624435
19,17,2020,"EC22","ECU",226242.131624435
21,18,2020,"EC22","ECU",226242.131624435
1,18,2022,"EC22","ECU",226242.131624435
1,19,2014,"EC22","ECU",226242.131624435
10,19,2020,"EC22","ECU",226242.131624435
1,20,2021,"EC22","ECU",226242.131624435
1,21,2014,"EC22","ECU",226242.131624435
15,21,2020,"EC22","ECU",226242.131624435
5,22,2020,"EC22","ECU",226242.131624435
1,24,2014,"EC22","ECU",226242.131624435
1,24,2020,"EC22","ECU",226242.131624435
2,24,2021,"EC22","ECU",226242.131624435
1,25,2020,"EC22","ECU",226242.131624435
1,25,2021,"EC22","ECU",226242.131624435
3,26,2020,"EC22","ECU",226242.131624435
2,26,2021,"EC22","ECU",226242.131624435
1,27,2020,"EC22","ECU",226242.131624435
2,27,2021,"EC22","ECU",226242.131624435
1,28,2014,"EC22","ECU",226242.131624435
1,28,2021,"EC22","ECU",226242.131624435
1,28,2022,"EC22","ECU",226242.131624435
5,29,2020,"EC22","ECU",226242.131624435
6,30,2020,"EC22","ECU",226242.131624435
3,31,2020,"EC22","ECU",226242.131624435
1,31,2021,"EC22","ECU",226242.131624435
1,31,2022,"EC22","ECU",226242.131624435
1,32,2021,"EC22","ECU",226242.131624435
1,33,2021,"EC22","ECU",226242.131624435
1,34,2021,"EC22","ECU",226242.131624435
1,37,2020,"EC22","ECU",226242.131624435
1,39,2020,"EC22","ECU",226242.131624435
2,40,2020,"EC22","ECU",226242.131624435
1,40,2022,"EC22","ECU",226242.131624435
1,41,2019,"EC22","ECU",226242.131624435
2,41,2020,"EC22","ECU",226242.131624435
1,42,2020,"EC22","ECU",226242.131624435
1,43,2020,"EC22","ECU",226242.131624435
1,45,2020,"EC22","ECU",226242.131624435
2,45,2021,"EC22","ECU",226242.131624435
2,46,2020,"EC22","ECU",226242.131624435
1,47,2020,"EC22","ECU",226242.131624435
1,47,2021,"EC22","ECU",226242.131624435
2,49,2020,"EC22","ECU",226242.131624435
1,50,2022,"EC22","ECU",226242.131624435
1,51,2021,"EC22","ECU",226242.131624435
1,52,2020,"EC22","ECU",226242.131624435
1,24,2015,"EC06","ECU",528506.606461478
1,35,2019,"EC06","ECU",528506.606461478
1,3,2016,"EC09","ECU",4340119.59855972
1,4,2017,"EC09","ECU",4340119.59855972
1,5,2014,"EC09","ECU",4340119.59855972
2,7,2014,"EC09","ECU",4340119.59855972
2,7,2016,"EC09","ECU",4340119.59855972
1,8,2015,"EC09","ECU",4340119.59855972
2,9,2014,"EC09","ECU",4340119.59855972
1,10,2019,"EC09","ECU",4340119.59855972
3,12,2015,"EC09","ECU",4340119.59855972
2,13,2016,"EC09","ECU",4340119.59855972
1,14,2015,"EC09","ECU",4340119.59855972
1,16,2015,"EC09","ECU",4340119.59855972
1,16,2019,"EC09","ECU",4340119.59855972
1,16,2022,"EC09","ECU",4340119.59855972
1,17,2014,"EC09","ECU",4340119.59855972
3,17,2015,"EC09","ECU",4340119.59855972
4,18,2015,"EC09","ECU",4340119.59855972
1,18,2019,"EC09","ECU",4340119.59855972
2,19,2019,"EC09","ECU",4340119.59855972
1,20,2015,"EC09","ECU",4340119.59855972
1,20,2019,"EC09","ECU",4340119.59855972
1,22,2014,"EC09","ECU",4340119.59855972
2,23,2015,"EC09","ECU",4340119.59855972
2,25,2014,"EC09","ECU",4340119.59855972
1,25,2016,"EC09","ECU",4340119.59855972
1,25,2021,"EC09","ECU",4340119.59855972
1,27,2021,"EC09","ECU",4340119.59855972
2,29,2017,"EC09","ECU",4340119.59855972
1,33,2015,"EC09","ECU",4340119.59855972
2,35,2019,"EC09","ECU",4340119.59855972
1,37,2015,"EC09","ECU",4340119.59855972
1,38,2014,"EC09","ECU",4340119.59855972
4,41,2014,"EC09","ECU",4340119.59855972
1,43,2014,"EC09","ECU",4340119.59855972
1,46,2018,"EC09","ECU",4340119.59855972
1,48,2018,"EC09","ECU",4340119.59855972
1,2,2016,"EC18","ECU",586000.294670565
1,4,2023,"EC18","ECU",586000.294670565
1,6,2016,"EC18","ECU",586000.294670565
1,7,2022,"EC18","ECU",586000.294670565
2,9,2022,"EC18","ECU",586000.294670565
1,10,2021,"EC18","ECU",586000.294670565
2,10,2022,"EC18","ECU",586000.294670565
1,10,2023,"EC18","ECU",586000.294670565
1,13,2014,"EC18","ECU",586000.294670565
1,13,2022,"EC18","ECU",586000.294670565
1,13,2023,"EC18","ECU",586000.294670565
1,16,2016,"EC18","ECU",586000.294670565
1,17,2016,"EC18","ECU",586000.294670565
1,19,2015,"EC18","ECU",586000.294670565
1,20,2015,"EC18","ECU",586000.294670565
1,21,2015,"EC18","ECU",586000.294670565
1,21,2021,"EC18","ECU",586000.294670565
1,24,2014,"EC18","ECU",586000.294670565
1,25,2014,"EC18","ECU",586000.294670565
1,25,2021,"EC18","ECU",586000.294670565
1,27,2015,"EC18","ECU",586000.294670565
1,27,2021,"EC18","ECU",586000.294670565
1,30,2015,"EC18","ECU",586000.294670565
1,30,2022,"EC18","ECU",586000.294670565
1,31,2022,"EC18","ECU",586000.294670565
1,35,2019,"EC18","ECU",586000.294670565
1,38,2014,"EC18","ECU",586000.294670565
1,38,2021,"EC18","ECU",586000.294670565
1,39,2021,"EC18","ECU",586000.294670565
1,42,2022,"EC18","ECU",586000.294670565
1,43,2021,"EC18","ECU",586000.294670565
11,44,2018,"EC18","ECU",586000.294670565
1,45,2022,"EC18","ECU",586000.294670565
1,52,2019,"EC18","ECU",586000.294670565
1,18,2015,"EC10","ECU",468510.29866187
4,1,2021,"EC16","ECU",117988.101907869
4,2,2021,"EC16","ECU",117988.101907869
1,2,2022,"EC16","ECU",117988.101907869
1,3,2020,"EC16","ECU",117988.101907869
2,3,2021,"EC16","ECU",117988.101907869
1,4,2020,"EC16","ECU",117988.101907869
6,4,2021,"EC16","ECU",117988.101907869
2,4,2022,"EC16","ECU",117988.101907869
1,4,2023,"EC16","ECU",117988.101907869
9,5,2021,"EC16","ECU",117988.101907869
2,6,2021,"EC16","ECU",117988.101907869
5,7,2021,"EC16","ECU",117988.101907869
1,7,2022,"EC16","ECU",117988.101907869
2,8,2020,"EC16","ECU",117988.101907869
1,8,2021,"EC16","ECU",117988.101907869
1,8,2022,"EC16","ECU",117988.101907869
1,8,2023,"EC16","ECU",117988.101907869
9,9,2021,"EC16","ECU",117988.101907869
2,9,2022,"EC16","ECU",117988.101907869
2,10,2021,"EC16","ECU",117988.101907869
2,10,2022,"EC16","ECU",117988.101907869
7,11,2021,"EC16","ECU",117988.101907869
1,11,2023,"EC16","ECU",117988.101907869
9,12,2021,"EC16","ECU",117988.101907869
9,13,2021,"EC16","ECU",117988.101907869
12,14,2021,"EC16","ECU",117988.101907869
8,15,2021,"EC16","ECU",117988.101907869
8,16,2021,"EC16","ECU",117988.101907869
1,17,2020,"EC16","ECU",117988.101907869
1,17,2021,"EC16","ECU",117988.101907869
4,18,2021,"EC16","ECU",117988.101907869
1,18,2022,"EC16","ECU",117988.101907869
3,19,2021,"EC16","ECU",117988.101907869
3,20,2021,"EC16","ECU",117988.101907869
3,21,2021,"EC16","ECU",117988.101907869
1,22,2021,"EC16","ECU",117988.101907869
1,24,2021,"EC16","ECU",117988.101907869
2,25,2021,"EC16","ECU",117988.101907869
2,27,2021,"EC16","ECU",117988.101907869
2,28,2021,"EC16","ECU",117988.101907869
1,28,2022,"EC16","ECU",117988.101907869
1,28,2023,"EC16","ECU",117988.101907869
1,29,2021,"EC16","ECU",117988.101907869
1,38,2021,"EC16","ECU",117988.101907869
1,39,2022,"EC16","ECU",117988.101907869
1,42,2021,"EC16","ECU",117988.101907869
1,44,2021,"EC16","ECU",117988.101907869
1,45,2021,"EC16","ECU",117988.101907869
2,46,2021,"EC16","ECU",117988.101907869
1,47,2020,"EC16","ECU",117988.101907869
2,47,2021,"EC16","ECU",117988.101907869
1,48,2020,"EC16","ECU",117988.101907869
6,48,2021,"EC16","ECU",117988.101907869
2,49,2020,"EC16","ECU",117988.101907869
1,50,2021,"EC16","ECU",117988.101907869
5,51,2020,"EC16","ECU",117988.101907869
15,52,2020,"EC16","ECU",117988.101907869
2,53,2020,"EC16","ECU",117988.101907869
1,1,2020,"EC15","ECU",172020.035034704
4,1,2021,"EC15","ECU",172020.035034704
1,1,2023,"EC15","ECU",172020.035034704
1,2,2020,"EC15","ECU",172020.035034704
6,2,2021,"EC15","ECU",172020.035034704
1,2,2023,"EC15","ECU",172020.035034704
5,3,2022,"EC15","ECU",172020.035034704
2,4,2020,"EC15","ECU",172020.035034704
25,4,2021,"EC15","ECU",172020.035034704
14,4,2022,"EC15","ECU",172020.035034704
2,4,2023,"EC15","ECU",172020.035034704
1,5,2014,"EC15","ECU",172020.035034704
1,5,2015,"EC15","ECU",172020.035034704
12,5,2021,"EC15","ECU",172020.035034704
2,5,2023,"EC15","ECU",172020.035034704
5,6,2021,"EC15","ECU",172020.035034704
2,7,2020,"EC15","ECU",172020.035034704
12,7,2021,"EC15","ECU",172020.035034704
1,8,2020,"EC15","ECU",172020.035034704
10,8,2021,"EC15","ECU",172020.035034704
1,9,2014,"EC15","ECU",172020.035034704
3,9,2020,"EC15","ECU",172020.035034704
11,9,2021,"EC15","ECU",172020.035034704
1,9,2022,"EC15","ECU",172020.035034704
1,10,2014,"EC15","ECU",172020.035034704
3,10,2015,"EC15","ECU",172020.035034704
6,10,2020,"EC15","ECU",172020.035034704
7,10,2021,"EC15","ECU",172020.035034704
1,11,2014,"EC15","ECU",172020.035034704
4,11,2020,"EC15","ECU",172020.035034704
7,11,2021,"EC15","ECU",172020.035034704
3,12,2014,"EC15","ECU",172020.035034704
2,12,2020,"EC15","ECU",172020.035034704
2,12,2022,"EC15","ECU",172020.035034704
1,13,2014,"EC15","ECU",172020.035034704
2,13,2016,"EC15","ECU",172020.035034704
1,13,2020,"EC15","ECU",172020.035034704
1,13,2021,"EC15","ECU",172020.035034704
1,14,2020,"EC15","ECU",172020.035034704
2,14,2021,"EC15","ECU",172020.035034704
9,14,2022,"EC15","ECU",172020.035034704
1,14,2023,"EC15","ECU",172020.035034704
2,15,2015,"EC15","ECU",172020.035034704
7,15,2020,"EC15","ECU",172020.035034704
8,15,2021,"EC15","ECU",172020.035034704
1,15,2023,"EC15","ECU",172020.035034704
17,16,2020,"EC15","ECU",172020.035034704
5,16,2021,"EC15","ECU",172020.035034704
4,17,2015,"EC15","ECU",172020.035034704
1,17,2017,"EC15","ECU",172020.035034704
2,17,2020,"EC15","ECU",172020.035034704
6,17,2021,"EC15","ECU",172020.035034704
2,17,2022,"EC15","ECU",172020.035034704
1,18,2014,"EC15","ECU",172020.035034704
1,18,2016,"EC15","ECU",172020.035034704
1,18,2019,"EC15","ECU",172020.035034704
2,18,2020,"EC15","ECU",172020.035034704
2,18,2021,"EC15","ECU",172020.035034704
2,18,2022,"EC15","ECU",172020.035034704
1,18,2023,"EC15","ECU",172020.035034704
1,19,2014,"EC15","ECU",172020.035034704
1,19,2018,"EC15","ECU",172020.035034704
14,19,2020,"EC15","ECU",172020.035034704
9,19,2021,"EC15","ECU",172020.035034704
3,19,2022,"EC15","ECU",172020.035034704
1,19,2023,"EC15","ECU",172020.035034704
1,20,2014,"EC15","ECU",172020.035034704
15,20,2021,"EC15","ECU",172020.035034704
1,20,2023,"EC15","ECU",172020.035034704
1,21,2020,"EC15","ECU",172020.035034704
1,21,2021,"EC15","ECU",172020.035034704
3,21,2022,"EC15","ECU",172020.035034704
3,22,2020,"EC15","ECU",172020.035034704
5,22,2021,"EC15","ECU",172020.035034704
5,22,2022,"EC15","ECU",172020.035034704
1,23,2015,"EC15","ECU",172020.035034704
7,23,2020,"EC15","ECU",172020.035034704
10,23,2021,"EC15","ECU",172020.035034704
3,23,2023,"EC15","ECU",172020.035034704
5,24,2021,"EC15","ECU",172020.035034704
2,24,2023,"EC15","ECU",172020.035034704
1,25,2015,"EC15","ECU",172020.035034704
7,25,2020,"EC15","ECU",172020.035034704
2,25,2021,"EC15","ECU",172020.035034704
2,25,2022,"EC15","ECU",172020.035034704
1,25,2023,"EC15","ECU",172020.035034704
6,26,2020,"EC15","ECU",172020.035034704
4,26,2021,"EC15","ECU",172020.035034704
3,26,2022,"EC15","ECU",172020.035034704
6,27,2020,"EC15","ECU",172020.035034704
4,27,2021,"EC15","ECU",172020.035034704
1,28,2014,"EC15","ECU",172020.035034704
2,28,2020,"EC15","ECU",172020.035034704
1,28,2021,"EC15","ECU",172020.035034704
7,29,2020,"EC15","ECU",172020.035034704
3,29,2022,"EC15","ECU",172020.035034704
1,29,2023,"EC15","ECU",172020.035034704
1,30,2019,"EC15","ECU",172020.035034704
5,31,2021,"EC15","ECU",172020.035034704
1,32,2020,"EC15","ECU",172020.035034704
1,33,2020,"EC15","ECU",172020.035034704
1,34,2016,"EC15","ECU",172020.035034704
1,34,2021,"EC15","ECU",172020.035034704
1,34,2022,"EC15","ECU",172020.035034704
1,35,2018,"EC15","ECU",172020.035034704
1,35,2021,"EC15","ECU",172020.035034704
2,35,2022,"EC15","ECU",172020.035034704
1,36,2021,"EC15","ECU",172020.035034704
1,37,2018,"EC15","ECU",172020.035034704
2,37,2020,"EC15","ECU",172020.035034704
5,37,2021,"EC15","ECU",172020.035034704
1,38,2020,"EC15","ECU",172020.035034704
3,38,2021,"EC15","ECU",172020.035034704
1,39,2016,"EC15","ECU",172020.035034704
3,39,2021,"EC15","ECU",172020.035034704
1,39,2022,"EC15","ECU",172020.035034704
1,40,2020,"EC15","ECU",172020.035034704
2,40,2021,"EC15","ECU",172020.035034704
1,41,2019,"EC15","ECU",172020.035034704
2,41,2021,"EC15","ECU",172020.035034704
1,42,2021,"EC15","ECU",172020.035034704
3,44,2020,"EC15","ECU",172020.035034704
2,45,2019,"EC15","ECU",172020.035034704
4,45,2020,"EC15","ECU",172020.035034704
1,46,2020,"EC15","ECU",172020.035034704
1,46,2021,"EC15","ECU",172020.035034704
2,47,2020,"EC15","ECU",172020.035034704
3,47,2021,"EC15","ECU",172020.035034704
1,48,2014,"EC15","ECU",172020.035034704
3,48,2020,"EC15","ECU",172020.035034704
1,49,2019,"EC15","ECU",172020.035034704
1,49,2020,"EC15","ECU",172020.035034704
3,50,2020,"EC15","ECU",172020.035034704
1,51,2019,"EC15","ECU",172020.035034704
5,51,2020,"EC15","ECU",172020.035034704
12,52,2020,"EC15","ECU",172020.035034704
1,52,2021,"EC15","ECU",172020.035034704
8,53,2020,"EC15","ECU",172020.035034704
1,1,2017,"EC07","ECU",687541.208864931
1,2,2017,"EC07","ECU",687541.208864931
3,2,2018,"EC07","ECU",687541.208864931
3,3,2016,"EC07","ECU",687541.208864931
1,3,2017,"EC07","ECU",687541.208864931
3,3,2018,"EC07","ECU",687541.208864931
1,3,2023,"EC07","ECU",687541.208864931
1,4,2014,"EC07","ECU",687541.208864931
1,4,2016,"EC07","ECU",687541.208864931
2,4,2018,"EC07","ECU",687541.208864931
3,5,2018,"EC07","ECU",687541.208864931
1,5,2020,"EC07","ECU",687541.208864931
6,6,2014,"EC07","ECU",687541.208864931
1,6,2018,"EC07","ECU",687541.208864931
1,6,2023,"EC07","ECU",687541.208864931
4,7,2014,"EC07","ECU",687541.208864931
7,7,2015,"EC07","ECU",687541.208864931
6,8,2014,"EC07","ECU",687541.208864931
9,8,2015,"EC07","ECU",687541.208864931
4,9,2014,"EC07","ECU",687541.208864931
1,9,2016,"EC07","ECU",687541.208864931
6,10,2014,"EC07","ECU",687541.208864931
4,10,2015,"EC07","ECU",687541.208864931
2,10,2016,"EC07","ECU",687541.208864931
7,11,2014,"EC07","ECU",687541.208864931
11,11,2015,"EC07","ECU",687541.208864931
1,11,2016,"EC07","ECU",687541.208864931
2,11,2017,"EC07","ECU",687541.208864931
1,11,2023,"EC07","ECU",687541.208864931
4,12,2014,"EC07","ECU",687541.208864931
11,12,2015,"EC07","ECU",687541.208864931
1,12,2020,"EC07","ECU",687541.208864931
1,12,2023,"EC07","ECU",687541.208864931
2,13,2014,"EC07","ECU",687541.208864931
5,13,2015,"EC07","ECU",687541.208864931
1,13,2016,"EC07","ECU",687541.208864931
3,13,2017,"EC07","ECU",687541.208864931
1,13,2020,"EC07","ECU",687541.208864931
1,13,2023,"EC07","ECU",687541.208864931
2,14,2014,"EC07","ECU",687541.208864931
11,14,2015,"EC07","ECU",687541.208864931
8,14,2023,"EC07","ECU",687541.208864931
3,15,2014,"EC07","ECU",687541.208864931
2,15,2015,"EC07","ECU",687541.208864931
2,15,2017,"EC07","ECU",687541.208864931
1,15,2018,"EC07","ECU",687541.208864931
3,15,2023,"EC07","ECU",687541.208864931
12,16,2014,"EC07","ECU",687541.208864931
2,16,2015,"EC07","ECU",687541.208864931
1,16,2016,"EC07","ECU",687541.208864931
18,16,2017,"EC07","ECU",687541.208864931
4,16,2022,"EC07","ECU",687541.208864931
3,16,2023,"EC07","ECU",687541.208864931
7,17,2014,"EC07","ECU",687541.208864931
4,17,2015,"EC07","ECU",687541.208864931
8,17,2016,"EC07","ECU",687541.208864931
10,17,2017,"EC07","ECU",687541.208864931
6,17,2022,"EC07","ECU",687541.208864931
3,18,2014,"EC07","ECU",687541.208864931
7,18,2015,"EC07","ECU",687541.208864931
3,18,2016,"EC07","ECU",687541.208864931
13,18,2017,"EC07","ECU",687541.208864931
3,18,2022,"EC07","ECU",687541.208864931
2,18,2023,"EC07","ECU",687541.208864931
4,19,2014,"EC07","ECU",687541.208864931
27,19,2015,"EC07","ECU",687541.208864931
5,19,2016,"EC07","ECU",687541.208864931
11,19,2017,"EC07","ECU",687541.208864931
1,19,2022,"EC07","ECU",687541.208864931
4,19,2023,"EC07","ECU",687541.208864931
5,20,2014,"EC07","ECU",687541.208864931
19,20,2015,"EC07","ECU",687541.208864931
5,20,2016,"EC07","ECU",687541.208864931
17,20,2017,"EC07","ECU",687541.208864931
5,20,2022,"EC07","ECU",687541.208864931
3,20,2023,"EC07","ECU",687541.208864931
